2024-02-27 19:00:31.996 [info] Log level: Info
2024-02-27 19:00:31.997 [info] Validating found git in: "git"
2024-02-27 19:00:31.997 [info] Using git "2.39.2" from "git"
2024-02-27 19:00:31.997 [info] > git rev-parse --show-toplevel [216ms]
2024-02-27 19:00:31.997 [info] > git rev-parse --show-toplevel [318ms]
2024-02-27 19:00:32.061 [info] > git rev-parse --show-toplevel [16ms]
2024-02-27 19:00:32.139 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:00:32.207 [info] > git rev-parse --show-toplevel [18ms]
2024-02-27 19:03:08.709 [info] > git rev-parse --show-toplevel [10ms]
2024-02-27 19:03:19.823 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:03:26.517 [info] > git rev-parse --show-toplevel [11ms]
2024-02-27 19:03:34.346 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:03:38.855 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:03:41.585 [info] > git rev-parse --show-toplevel [12ms]
2024-02-27 19:03:42.080 [info] > git rev-parse --show-toplevel [8ms]
2024-02-27 19:04:55.256 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:05:12.025 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:05:30.632 [info] > git rev-parse --show-toplevel [3ms]
2024-02-27 19:05:34.464 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:05:40.642 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:05:44.225 [info] > git rev-parse --show-toplevel [7ms]
2024-02-27 19:12:12.448 [info] > git rev-parse --show-toplevel [21ms]
2024-02-27 19:16:06.279 [info] > git rev-parse --show-toplevel [12ms]
2024-02-27 19:16:34.472 [info] > git rev-parse --show-toplevel [10ms]
2024-02-27 19:18:34.339 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:18:49.621 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:19:28.071 [info] > git rev-parse --show-toplevel [3ms]
2024-02-27 19:21:30.525 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:21:33.114 [info] > git rev-parse --show-toplevel [10ms]
2024-02-27 19:21:35.599 [info] > git rev-parse --show-toplevel [12ms]
2024-02-27 19:21:39.996 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:21:41.489 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:21:43.185 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:21:43.898 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:21:44.820 [info] > git rev-parse --show-toplevel [20ms]
2024-02-27 19:21:45.643 [info] > git rev-parse --show-toplevel [11ms]
2024-02-27 19:21:46.528 [info] > git rev-parse --show-toplevel [7ms]
2024-02-27 19:21:47.260 [info] > git rev-parse --show-toplevel [16ms]
2024-02-27 19:23:26.693 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:23:32.741 [info] > git rev-parse --show-toplevel [2ms]
2024-02-27 19:23:33.344 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:34.695 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:23:35.236 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:35.962 [info] > git rev-parse --show-toplevel [9ms]
2024-02-27 19:23:36.558 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:37.205 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:23:37.990 [info] > git rev-parse --show-toplevel [3ms]
2024-02-27 19:23:38.706 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:39.298 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:39.804 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:23:40.430 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:23:40.970 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:23:48.506 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:24:52.910 [info] > git rev-parse --show-toplevel [4ms]
2024-02-27 19:25:13.242 [info] > git rev-parse --show-toplevel [7ms]
2024-02-27 19:25:18.185 [info] > git rev-parse --show-toplevel [6ms]
2024-02-27 19:26:13.219 [info] > git rev-parse --show-toplevel [7ms]
2024-02-27 19:26:25.056 [info] > git rev-parse --show-toplevel [5ms]
2024-02-27 19:27:46.392 [info] > git rev-parse --show-toplevel [12ms]
2024-02-27 19:29:09.316 [info] > git rev-parse --show-toplevel [17ms]
