2024-03-01 11:44:14.315 [info] Log level: Info
2024-03-01 11:44:14.315 [info] Validating found git in: "git"
2024-03-01 11:44:14.315 [info] Using git "2.39.2" from "git"
2024-03-01 11:44:14.315 [info] > git rev-parse --show-toplevel [1355ms]
2024-03-01 11:44:14.315 [info] > git rev-parse --show-toplevel [50ms]
2024-03-01 11:44:14.380 [info] > git rev-parse --show-toplevel [15ms]
2024-03-01 11:44:14.444 [info] > git rev-parse --show-toplevel [29ms]
2024-03-01 11:44:14.520 [info] > git rev-parse --show-toplevel [39ms]
2024-03-01 11:44:14.595 [info] > git rev-parse --show-toplevel [15ms]
2024-03-01 11:44:14.648 [info] > git rev-parse --show-toplevel [6ms]
2024-03-01 11:44:14.726 [info] > git rev-parse --show-toplevel [3ms]
2024-03-01 11:44:14.814 [info] > git rev-parse --show-toplevel [27ms]
2024-03-01 11:44:14.916 [info] > git rev-parse --show-toplevel [32ms]
2024-03-01 11:44:14.989 [info] > git rev-parse --show-toplevel [27ms]
2024-03-01 11:44:15.043 [info] > git rev-parse --show-toplevel [12ms]
2024-03-01 11:44:15.136 [info] > git rev-parse --show-toplevel [47ms]
2024-03-01 11:44:15.236 [info] > git rev-parse --show-toplevel [18ms]
2024-03-01 11:44:15.317 [info] > git rev-parse --show-toplevel [35ms]
2024-03-01 11:44:15.367 [info] > git rev-parse --show-toplevel [13ms]
2024-03-01 11:44:15.862 [info] > git rev-parse --show-toplevel [427ms]
2024-03-01 11:44:16.055 [info] > git rev-parse --show-toplevel [95ms]
2024-03-01 11:44:16.133 [info] > git rev-parse --show-toplevel [7ms]
2024-03-01 11:44:16.186 [info] > git rev-parse --show-toplevel [8ms]
2024-03-01 11:44:16.239 [info] > git rev-parse --show-toplevel [15ms]
2024-03-01 11:44:16.274 [info] > git rev-parse --show-toplevel [4ms]
2024-03-01 11:44:16.339 [info] > git rev-parse --show-toplevel [8ms]
2024-03-01 11:44:16.383 [info] > git rev-parse --show-toplevel [6ms]
2024-03-01 11:44:16.420 [info] > git rev-parse --show-toplevel [6ms]
2024-03-01 11:44:16.542 [info] > git rev-parse --show-toplevel [77ms]
2024-03-01 11:44:16.609 [info] > git rev-parse --show-toplevel [42ms]
2024-03-01 11:44:16.647 [info] > git rev-parse --show-toplevel [15ms]
2024-03-01 11:44:16.696 [info] > git rev-parse --show-toplevel [14ms]
2024-03-01 11:44:16.822 [info] > git rev-parse --show-toplevel [13ms]
2024-03-01 11:44:16.870 [info] > git rev-parse --show-toplevel [11ms]
2024-03-01 11:44:16.910 [info] > git rev-parse --show-toplevel [8ms]
2024-03-01 11:44:16.970 [info] > git rev-parse --show-toplevel [10ms]
2024-03-01 11:44:17.051 [info] > git rev-parse --show-toplevel [33ms]
2024-03-01 11:44:17.108 [info] > git rev-parse --show-toplevel [10ms]
2024-03-01 11:44:17.137 [info] > git rev-parse --show-toplevel [4ms]
2024-03-01 11:44:17.216 [info] > git rev-parse --show-toplevel [25ms]
2024-03-01 11:44:17.298 [info] > git rev-parse --show-toplevel [12ms]
2024-03-01 11:44:17.349 [info] > git rev-parse --show-toplevel [11ms]
2024-03-01 11:44:17.415 [info] > git rev-parse --show-toplevel [13ms]
2024-03-01 11:44:17.454 [info] > git rev-parse --show-toplevel [11ms]
2024-03-01 11:44:17.489 [info] > git rev-parse --show-toplevel [11ms]
2024-03-01 11:44:17.525 [info] > git rev-parse --show-toplevel [7ms]
2024-03-01 11:44:17.558 [info] > git rev-parse --show-toplevel [10ms]
2024-03-01 11:44:17.603 [info] > git rev-parse --show-toplevel [13ms]
2024-03-01 11:44:17.658 [info] > git rev-parse --show-toplevel [16ms]
2024-03-01 11:44:17.698 [info] > git rev-parse --show-toplevel [7ms]
2024-03-01 11:44:17.731 [info] > git rev-parse --show-toplevel [10ms]
2024-03-01 11:44:17.780 [info] > git rev-parse --show-toplevel [9ms]
2024-03-01 11:44:17.819 [info] > git rev-parse --show-toplevel [9ms]
2024-03-01 11:44:17.850 [info] > git rev-parse --show-toplevel [7ms]
2024-03-01 11:44:17.882 [info] > git rev-parse --show-toplevel [6ms]
2024-03-01 11:44:17.922 [info] > git rev-parse --show-toplevel [5ms]
2024-03-01 11:44:19.848 [info] > git rev-parse --show-toplevel [14ms]
2024-03-01 11:44:22.997 [info] > git rev-parse --show-toplevel [66ms]
2024-03-01 11:44:23.746 [info] > git rev-parse --show-toplevel [14ms]
2024-03-01 11:44:24.323 [info] > git rev-parse --show-toplevel [7ms]
